zipcode,County,ZHVI,id,name,brewery_type,street,city,state,country,longitude,latitude,phone,website_url
95076,Santa Cruz County,822536.0,corralitos-brewing-co-watsonville,Corralitos Brewing Co,micro,2536 Freedom Blvd,Watsonville,California,United States,-121.7623105,36.9239241,8317282311,http://www.corralitosbrewingco.com
95076,Santa Cruz County,822536.0,elkhorn-slough-brewing-company-watsonville,Elkhorn Slough Brewing Company,micro,65 Hangar Way Unit D,Watsonville,California,United States,-121.7903343754094,36.92762274576311,8312883152,http://www.elkhornsloughbrew.com
92704,Orange County,778317.0,old-290-brewery-santa-ana,Old 290 Brewery,planning,,Santa Ana,California,United States,-117.8732213,33.7494951,7145464255,
91710,San Bernardino County,718514.0,i-and-i-brewing-chino,I & I Brewing,micro,5135 Edison Ave Ste 1,Chino,California,United States,-117.69262243130397,33.997193423032186,9095913915,http://www.iandibrewing.com
93033,Ventura County,647500.0,,,,,,,,,,,
75217,Dallas County,223943.0,,,,,,,,,,,
10458,Bronx County,505463.0,,,,,,,,,,,
30043,Gwinnett County,412435.0,,,,,,,,,,,
94112,San Francisco County,1221379.0,motobrewer-san-francisco,Motobrewer,planning,,San Francisco,California,United States,-122.4192363,37.7792808,,http://www.motobrewer.com
94112,San Francisco County,1221379.0,seven-stills-san-francisco-2,Seven Stills,micro,3645 Lawton St,San Francisco,California,United States,-122.50223256004449,37.75694058687005,4153403654,http://www.sevenstillsofsf.com
77584,Brazoria County,376246.0,three-empires-brewing-company-llc-pearland,"Three Empires Brewing Company, LLC",planning,,Pearland,Texas,United States,,,,
92376,San Bernardino County,524625.0,,,,,,,,,,,
87121,Bernalillo County,255421.0,,,,,,,,,,,
60804,Cook County,258824.0,,,,,,,,,,,
30024,Gwinnett County,595367.0,,,,,,,,,,,
91744,Los Angeles County,654667.0,,,,,,,,,,,
11235,Kings County,661847.0,,,,,,,,,,,
11223,Kings County,1028707.0,,,,,,,,,,,
60623,Cook County,220774.0,,,,,,,,,,,
92345,San Bernardino County,411787.0,desert-barn-brewing-co-hesperia,Desert Barn Brewing Co.,brewpub,11352 Hesperia Rd Ste B,Hesperia,California,United States,,,,
11377,Queens County,853165.0,,,,,,,,,,,
95823,Sacramento County,437689.0,,,,,,,,,,,
11206,Kings County,930085.0,the-food-works-brooklyn,The Food Works,planning,,Brooklyn,New York,United States,,,6178512133,http://www.thefoodworks.com
92592,Riverside County,746360.0,,,,,,,,,,,
77379,Harris County,380289.0,,,,,,,,,,,
60617,Cook County,192648.0,,,,,,,,,,,
93722,Fresno County,385913.0,,,,,,,,,,,
37042,Montgomery County,273274.0,,,,,,,,,,,
95035,Santa Clara County,1395280.0,,,,,,,,,,,
34787,Orange County,574389.0,crooked-can-brewing-co-winter-garden,Crooked Can Brewing Co,micro,426 W Plant St,Winter Garden,Florida,United States,-81.590376,28.5639024,,http://www.crookedcan.com
92509,Riverside County,599394.0,,,,,,,,,,,
91335,Los Angeles County,777272.0,,,,,,,,,,,
10453,Bronx County,689870.0,,,,,,,,,,,
11229,Kings County,796702.0,,,,,,,,,,,
99301,Franklin County,415662.0,,,,,,,,,,,
11355,Queens County,712790.0,,,,,,,,,,,
60625,Cook County,441010.0,spiteful-brewing-chicago,Spiteful Brewing,micro,2024 W Balmoral Ave,Chicago,Illinois,United States,-87.6806429,41.979914,7732936600,http://www.spitefulbrewing.com
78666,Hays County,381058.0,altmeyer-and-lewis-brewing-company-san-marcos,Altmeyer and Lewis Brewing Company,micro,15898 N Hwy 123,San Marcos,Texas,United States,,,5126679537,http://www.altmeyerlewisbrewing.com
78666,Hays County,381058.0,aquabrew-san-marcos,Aquabrew,brewpub,150 S L B J Dr,San Marcos,Texas,United States,,,5123532739,http://www.aqua-brew.com
78666,Hays County,381058.0,middleton-brewing-mbtx-san-marcos,Middleton Brewing (MBTX),micro,101 Oakwood Loop,San Marcos,Texas,United States,,,5128473435,http://www.mbtx.com
78666,Hays County,381058.0,sean-patricks-pub-san-marcos,Sean Patrick's Pub,planning,,San Marcos,Texas,United States,,,,
78666,Hays County,381058.0,the-root-cellar-san-marcos,The Root Cellar,brewpub,215 N Lbj Dr,San Marcos,Texas,United States,,,5123925158,http://www.rootcellarcafe.com
78572,Hidalgo County,181538.0,5x5-brewing-co-mission,5x5 Brewing Co.,planning,,Mission,Texas,United States,,,9565291353,http://www.5x5brewing.com
93257,Tulare County,299012.0,,,,,,,,,,,
94544,Alameda County,868440.0,,,,,,,,,,,
11204,Kings County,1034538.0,,,,,,,,,,,
22193,Prince William County,458090.0,growling-bear-brewing-company-woodbridge,Growling Bear Brewing Company,micro,14051 Crown Ct,Woodbridge,Virginia,United States,,,,
75211,Dallas County,258035.0,,,,,,,,,,,
78130,Comal County,372963.0,faust-hotel-restaurant-and-brew-pub-new-braunfels,Faust Hotel Restaurant and Brew Pub,micro,499 S Castell Ave,New Braunfels,Texas,United States,-98.12031,29.698525,8306257791,http://www.faustbrewing.com
78130,Comal County,372963.0,new-braunfels-brewing-new-braunfels,New Braunfels Brewing,micro,180 W Mill St Ste 100,New Braunfels,Texas,United States,,,8306262739,http://www.nbbrewing.com
78130,Comal County,372963.0,ruggedman-brewing-company-new-braunfels,Ruggedman Brewing Company,micro,7600 Old Bastrop Rd,New Braunfels,Texas,United States,,,8306322104,http://www.drinkthedamnbeer.com
78130,Comal County,372963.0,weilbacher-brewery-new-braunfels,Weilbacher Brewery,planning,,New Braunfels,Texas,United States,,,5126637507,http://www.weilbacherbeer.com
33024,Broward County,457451.0,,,,,,,,,,,
11230,Kings County,1118053.0,,,,,,,,,,,
95630,Sacramento County,770015.0,red-bus-brewing-company-folsom,Red Bus Brewing Company,micro,802 Reading St Ste A,Folsom,California,United States,-121.17602424282718,38.67092318659841,9169857299,http://www.redbusbrew.com
79938,El Paso County,234144.0,,,,,,,,,,,
11233,Kings County,912618.0,,,,,,,,,,,
79912,El Paso County,292852.0,,,,,,,,,,,
78641,Williamson County,519044.0,5th-element-brewing-leander,5th Element Brewing,planning,,Leander,Texas,United States,,,9156378199,
78641,Williamson County,519044.0,hell-or-high-water-brewing-leander,Hell or High Water Brewing,planning,,Leander,Texas,United States,,,5129636701,
10468,Bronx County,356578.0,,,,,,,,,,,
10457,Bronx County,556549.0,chelsea-craft-brewing-co-llc-bronx,Chelsea Craft Brewing Co Llc,micro,463 E 173rd St,Bronx,New York,United States,-73.9015282,40.841904,7184848850,http://www.chelseacraftbrewing.com
91706,Los Angeles County,635798.0,millercoors-brewing-co-irwindale-irwindale,MillerCoors Brewing Co - Irwindale,large,15801 1st St,Irwindale,California,United States,-117.93966814479374,34.12577411337896,6269696225,http://www.millerbrewing.com
90706,Los Angeles County,703851.0,,,,,,,,,,,
78613,Williamson County,555170.0,lake-austin-ales-cedar-park,Lake Austin Ales,micro,3200 Woodall Dr STE C-1,Cedar Park,Texas,United States,,,5129644630,http://lakeaustinales.com
78613,Williamson County,555170.0,red-horn-brewing-co-cedar-park,Red Horn Brewing Co.,brewpub,13010 W Parmer Ln Ste 800,Cedar Park,Texas,United States,,,5125896152,http://www.redhornbrew.com
78613,Williamson County,555170.0,thousand-oaks-brewing-co-cedar-park,Thousand Oaks Brewing Co.,micro,3200 Woodall Dr Unit C1,Cedar Park,Texas,United States,,,5126867999,http://www.thousandoaksbrewing.com
78613,Williamson County,555170.0,whitestone-brewery-cedar-park,Whitestone Brewery,micro,601 E Whitestone Blvd Ste 500,Cedar Park,Texas,United States,,,5127654828,http://www.whitestonebrewery.com
78542,Hidalgo County,182249.0,,,,,,,,,,,
10452,Bronx County,424937.0,,,,,,,,,,,
78245,Bexar County,286497.0,,,,,,,,,,,
60608,Cook County,350325.0,lagunitas-brewing-co-chicago,Lagunitas Brewing Co,large,2607 W 17th St,Chicago,Illinois,United States,-87.6932373,41.8583603,7735222503,http://www.lagunitas.com
60608,Cook County,350325.0,lo-rez-brewing-chicago,Lo Rez Brewing,micro,2101 S Carpenter St,Chicago,Illinois,United States,-87.6524429,41.8533096,3128043283,http://lorezbrewing.com
60608,Cook County,350325.0,moody-tongue-brewing-company-chicago,Moody Tongue Brewing Company,micro,2136 S Peoria St,Chicago,Illinois,United States,-87.6483419,41.8532798,3126005111,http://www.moodytongue.com
91709,San Bernardino County,936471.0,chino-hills-brewing-co-chino-hills,Chino Hills Brewing Co.,brewpub,3280 Chino Hills Pkwy #1,Chino Hills,California,United States,-117.7341018908258,33.98303313010057,9092471800,http://www.chinohillsbrewingco.com
90003,Los Angeles County,559918.0,,,,,,,,,,,
98012,Snohomish County,969551.0,4-stitch-brewing-co-bothell,4 Stitch Brewing Co,nano,7 192nd St SW,Bothell,Washington,United States,-122.23281873068436,47.82525617315347,2065958488,https://www.facebook.com/4stitchbeer/
98012,Snohomish County,969551.0,decibel-brewing-co-bothell,Decibel Brewing Co,micro,18204 Bothell Everett Hwy Ste C,Bothell,Washington,United States,-122.210174,47.833364,4254081946,http://www.decibelbrewing.com
98012,Snohomish County,969551.0,mcmenamins-mill-creek-brewery-mill-creek,McMenamins Mill Creek Brewery,brewpub,13300 Bothell Everett Hwy Ste 304,Mill Creek,Washington,United States,-122.21233174603067,47.877654683294395,4253169817,https://www.mcmenamins.com/mill-creek
98012,Snohomish County,969551.0,watts-brewing-company-bothell,Watts Brewing Company,micro,19813 51st Ave SE,Bothell,Washington,United States,,,2066583646,http://www.wattsbrewingcompany.com
10462,Bronx County,219337.0,,,,,,,,,,,
77083,Harris County,275370.0,,,,,,,,,,,
28269,Mecklenburg County,376857.0,,,,,,,,,,,
78577,Hidalgo County,157158.0,big-river-brewery-llc-pharr,"Big River Brewery, LLC",micro,505 W Nolana Loop,Pharr,Texas,United States,,,9565661455,
23464,Virginia Beach City,366126.0,,,,,,,,,,,
66062,Johnson County,387366.0,granite-city-food-and-brewery-13-olathe,Granite City Food & Brewery (#13),brewpub,15085 W 119th St,Olathe,Kansas,United States,-94.75995296,38.91268389,9138296060,http://www.gcfb.net
66062,Johnson County,387366.0,kansas-city-breweries-company-olathe,Kansas City Breweries Company,proprietor,12650 S Pflumm Rd Ste 202,Olathe,Kansas,United States,,,8163016313,http://www.KCLite.com
66062,Johnson County,387366.0,red-crow-brewing-company-olathe,Red Crow Brewing Company,micro,,Olathe,Kansas,United States,,,9132473641,http://www.redcrowbrew.com
60634,Cook County,365174.0,ritt-brewing-company-chicago,Ritt Brewing Company,planning,,Chicago,Illinois,United States,,,8475618203,
10029,New York County,796642.0,,,,,,,,,,,
92882,Riverside County,743975.0,,,,,,,,,,,
76063,Tarrant County,437351.0,dirty-job-brewing-mansfield,Dirty Job Brewing,micro,117 N Main St,Mansfield,Texas,United States,-97.14195567,32.56489124,6825181791,http://www.dirtyjobbrewing.com
11218,Kings County,1025395.0,,,,,,,,,,,
10469,Bronx County,612478.0,gun-hill-brewing-co-bronx,Gun Hill Brewing Co,micro,3227 Laconia Ave,Bronx,New York,United States,-73.855814,40.8721114,7188810010,http://www.gunhillbrewing.com
27587,Wake County,526857.0,owls-roost-brewing-wake-forest,Owls Roost Brewing,planning,,Wake Forest,North Carolina,United States,,,9197491428,
27587,Wake County,526857.0,white-street-brewing-company-wake-forest,White Street Brewing Company,micro,218 S White St,Wake Forest,North Carolina,United States,-78.5100617,35.9774896,9196479439,http://www.whitestreetbrewing.com
27610,Wake County,331591.0,,,,,,,,,,,
10466,Bronx County,570409.0,,,,,,,,,,,
75228,Dallas County,303855.0,,,,,,,,,,,
93550,Los Angeles County,429312.0,,,,,,,,,,,
93274,Tulare County,328355.0,kaweah-brewing-co-tulare,Kaweah Brewing Co.,micro,1054 E Walnut Ave,Tulare,California,United States,-119.3349798,36.19307993,5599725573,http://www.kaweahbrewing.com
33311,Broward County,354170.0,,,,,,,,,,,
92553,Riverside County,499840.0,,,,,,,,,,,
96706,Honolulu County,871270.0,,,,,,,,,,,
63376,Saint Charles County,293743.0,third-wheel-brewing-saint-peters,Third Wheel Brewing,brewpub,4008 N Service Rd,Saint Peters,Missouri,United States,-90.57023315,38.79578116,6363239810,http://www.thirdwheelbrewing.com
85364,Yuma County,257463.0,prison-hill-brewing-co-yuma,Prison Hill Brewing Co,brewpub,278 S Main St,Yuma,Arizona,United States,-114.6181995,32.7229185,9282764001,
11203,Kings County,694071.0,,,,,,,,,,,
90255,Los Angeles County,615980.0,,,,,,,,,,,
11212,Kings County,565786.0,,,,,,,,,,,
10002,New York County,939156.0,,,,,,,,,,,
94533,Solano County,545408.0,blue-frog-brewing-company-fairfield,Blue Frog Brewing Company,micro,1740 Travis Blvd,Fairfield,California,United States,-122.0600589,38.2585569,7074292337,http://www.bluefrogbrewingcompany.com
94533,Solano County,545408.0,chau-tien-beer-company-fairfield,Chau Tien Beer Company,contract,,Fairfield,California,United States,-122.0399663,38.2493581,7072808044,http://www.paleale.com
94533,Solano County,545408.0,heretic-brewing-company-fairfield,Heretic Brewing Company,micro,1052 Horizon Dr Ste B,Fairfield,California,United States,-122.01546906003078,38.273889171929945,7073894573,http://www.hereticbrewing.com
94533,Solano County,545408.0,old-country-brewing-fairfield,Old Country Brewing,planning,,Fairfield,California,United States,-122.0399663,38.2493581,,
37211,Davidson County,424075.0,,,,,,,,,,,
94513,Contra Costa County,893524.0,,,,,,,,,,,
33023,Broward County,442179.0,,,,,,,,,,,
75002,Collin County,495427.0,nine-band-brewing-co-allen,Nine Band Brewing Co.,micro,9 Prestige Cir,Allen,Texas,United States,-96.67280786,33.0931001,9726635707,http://www.ninebandbrewing.com
28277,Mecklenburg County,542353.0,,,,,,,,,,,
92703,Orange County,741676.0,,,,,,,,,,,
33411,Palm Beach County,496754.0,royal-palm-brewing-company-royal-palm-beach,Royal Palm Brewing Company,brewpub,543 N State Road 7 Ste 103,Royal Palm Beach,Florida,United States,,,4079600128,http://www.facebook.com/royalpalmbrewingcompany/
33012,Miami-Dade County,379594.0,,,,,,,,,,,
91910,San Diego County,756662.0,chula-vista-brewery-chula-vista,Chula Vista Brewery,micro,294 Third Ave,Chula Vista,California,United States,-117.080369,32.641495,6196168806,http://www.chulavistabrewery.com
91910,San Diego County,756662.0,thr3e-punks-ale-chula-vista,Thr3e Punks Ale,micro,259 Third Ave,Chula Vista,California,United States,-117.080107,32.642827,6198579092,http://3punkales.com/red/index.html
94110,San Francisco County,1486320.0,barebottle-brewing-company-san-francisco,Barebottle Brewing Company,micro,1525 Cortland Ave,San Francisco,California,United States,-122.4090405,37.74000915,4159268617,http://www.barebottlebeer.com
94110,San Francisco County,1486320.0,old-bus-tavern-san-francisco,Old Bus Tavern,brewpub,3193 Mission St,San Francisco,California,United States,-122.4195103,37.745701,4158431938,http://www.oldbustavern.com
94110,San Francisco County,1486320.0,southern-pacific-brewing-san-francisco,Southern Pacific Brewing,brewpub,620 Treat Ave,San Francisco,California,United States,-122.4139896,37.7601311,4153410152,http://www.southernpacificbrewing.com
94110,San Francisco County,1486320.0,southpaw-bbq-and-southern-cooking-san-francisco,Southpaw BBQ & Southern Cooking,brewpub,2170 Mission St,San Francisco,California,United States,-122.4195306,37.7634391,4159349300,http://www.southpawbbqsf.com
89108,Clark County,351866.0,,,,,,,,,,,
92126,San Diego County,912601.0,2kids-brewing-company-san-diego,2Kids Brewing Company,micro,8680 Miralani Dr Ste 123,San Diego,California,United States,-117.137429,32.896584,8584805437,http://www.2kidsBrewing.com
92126,San Diego County,912601.0,alesmith-brewing-co-san-diego,AleSmith Brewing Co,regional,9990 Alesmith Ct,San Diego,California,United States,-117.14954959509429,32.888584581888374,8585499888,http://www.alesmith.com
92126,San Diego County,912601.0,align-brewing-co-san-diego,Align Brewing Co,micro,8680 Miralani Dr,San Diego,California,United States,-117.137429,32.896584,,http://www.facebook.com/alignbrewing
92126,San Diego County,912601.0,intergalactic-brewing-co-san-diego,Intergalactic Brewing Co,micro,9715 Carroll Centre Rd #107,San Diego,California,United States,-117.1223493,32.89873279,8587500601,http://www.intergalacticbrew.com
92126,San Diego County,912601.0,little-miss-brewing-san-diego,Little Miss Brewing,micro,7949 Stromesa Ct Ste Y,San Diego,California,United States,-117.148488,32.89183,6198802752,http://www.littlemissbrewing.com
92126,San Diego County,912601.0,mike-hess-brewing-miramar-san-diego,Mike Hess Brewing - Miramar,micro,7955 Silverton Ave Ste 1201,San Diego,California,United States,-117.1518284,32.89080081,6198876453,http://www.hessbrewing.com
92126,San Diego County,912601.0,mikkeller-brewing-san-diego-san-diego,Mikkeller Brewing San Diego,micro,9366 Cabot Dr,San Diego,California,United States,-117.144171,32.89146307,,
92126,San Diego County,912601.0,protector-brewery-san-diego,Protector Brewery,micro,8680 Miralani Dr Ste 128,San Diego,California,United States,-117.137429,32.896584,8587579160,http://www.protectorbrewery.com
92126,San Diego County,912601.0,thunderhawk-alements-san-diego,Thunderhawk Alements,micro,8675 Miralani Dr Ste 100,San Diego,California,United States,-117.137467,32.89575006,6199524832,http://thunderhawkbeer.com
92126,San Diego County,912601.0,white-labs-tasting-room-san-diego,White Labs Tasting Room,micro,9495 Candida St,San Diego,California,United States,-117.121435,32.895843,8586933441,http://www.whitelabs.com
93535,Los Angeles County,414679.0,,,,,,,,,,,
96797,Honolulu County,907185.0,,,,,,,,,,,
94538,Alameda County,1338844.0,jacks-brewing-co-fremont,Jack's Brewing Co,brewpub,39176 Argonaut Way,Fremont,California,United States,-121.9884025,37.5442084,5107962036,
94538,Alameda County,1338844.0,jp-dasbrew-fremont,JP DasBrew,micro,44356 S Grimmer Blvd,Fremont,California,United States,-121.9577836,37.5043737,5102705345,http://www.dasbrewinc.com
11375,Queens County,887077.0,,,,,,,,,,,
19120,Philadelphia County,174393.0,,,,,,,,,,,
47906,Tippecanoe County,330991.0,brokerage-brewing-company-west-lafayette,Brokerage Brewing Company,micro,2516 Covington St,West Lafayette,Indiana,United States,-86.91414689,40.45361124,7652332767,http://www.brokeragebrewing.com
94587,Alameda County,1342368.0,,,,,,,,,,,
77036,Harris County,188666.0,,,,,,,,,,,
92563,Riverside County,683816.0,,,,,,,,,,,
33025,Broward County,391271.0,,,,,,,,,,,
94536,Alameda County,1434744.0,,,,,,,,,,,
93727,Fresno County,411761.0,tactical-ops-brewing-inc-fresno,Tactical OPS Brewing Inc.,proprietor,2985 N Burl 102,Fresno,California,United States,-119.6761563,36.7913344,5593138759,http://www.tacticalopsbrewing.com
76244,Tarrant County,415282.0,,,,,,,,,,,
92105,San Diego County,670852.0,,,,,,,,,,,
85032,Maricopa County,433439.0,,,,,,,,,,,
30349,Fulton County,286622.0,,,,,,,,,,,
60614,Cook County,634333.0,burnt-city-brewing-chicago,Burnt City Brewing,micro,2747 N Lincoln Ave,Chicago,Illinois,United States,-87.65722732,41.93185255,7732951270,http://www.burntcitybrewing.com
60614,Cook County,634333.0,goose-island-brewpub-chicago,Goose Island Brewpub,large,1800 N Clybourn Ave Ste B,Chicago,Illinois,United States,,,3129150071,http://www.gooseisland.com
60614,Cook County,634333.0,local-option-chicago,Local Option,contract,1102 W Webster Ave Ste 1,Chicago,Illinois,United States,,,7733482008,http://www.localoptionbier.com
94558,Napa County,941888.0,hop-creek-pub-napa,Hop Creek Pub,brewpub,3253 Browns Valley Rd,Napa,California,United States,-122.328868,38.3041333,7072577708,http://www.hopcreekpub.com
94558,Napa County,941888.0,the-runway-by-patrick-napa,The Runway By Patrick,brewpub,2044 Airport Rd,Napa,California,United States,-122.2730244,38.2171014,7072586115,http://www.therunwaybypatrick.com
