postal_code,county,ZHVI
53588,Sauk County,316578.0
16229,Armstrong County,200053.0
37150,Macon County,129004.0
25053,Boone County,107828.0
13452,Fulton County,105581.0
65689,Texas County,158855.0
23103,Goochland County,705591.0
97119,Washington County,632900.0
97458,Coos County,332440.0
18635,Columbia County,208305.0
55373,Hennepin County,356979.0
29142,Orangeburg County,210933.0
22936,Albemarle County,566378.0
49421,Oceana County,159298.0
24577,Halifax County,109068.0
23124,New Kent County,396685.0
61883,Vermilion County,93138.0
59741,Gallatin County,604281.0
89705,Douglas County,517885.0
28751,Haywood County,366381.0
88230,Chaves County,125556.0
31566,Brantley County,166029.0
18343,Northampton County,320007.0
99122,Lincoln County,342489.0
72947,Crawford County,140168.0
54646,Juneau County,166933.0
17018,Dauphin County,256418.0
3748,Grafton County,413990.0
16833,Clearfield County,123259.0
15834,Cameron County,82032.0
10916,Orange County,517576.0
12531,Dutchess County,439379.0
16424,Crawford County,113437.0
47031,Ripley County,230946.0
81425,Montrose County,397293.0
49283,Jackson County,258089.0
50536,Palo Alto County,136342.0
37032,Robertson County,408749.0
55972,Winona County,301288.0
93270,Tulare County,311661.0
64854,McDonald County,136449.0
17562,Lancaster County,379676.0
42724,Hardin County,228035.0
26385,Harrison County,168899.0
13811,Tioga County,165514.0
80642,Weld County,745598.0
56549,Clay County,300726.0
22853,Rockingham County,243677.0
61911,Moultrie County,167989.0
26253,Randolph County,138661.0
69138,Dawson County,188983.0
42038,Lyon County,207192.0
75855,Freestone County,194916.0
37665,Sullivan County,109667.0
10464,Bronx County,599620.0
4462,Penobscot County,117331.0
31001,Wilcox County,115324.0
75861,Anderson County,189440.0
1770,Middlesex County,1113323.0
76044,Johnson County,471127.0
62995,Johnson County,114947.0
55325,Meeker County,294758.0
10928,Orange County,369937.0
46590,Kosciusko County,260798.0
71653,Chicot County,139002.0
75410,Wood County,281380.0
54771,Clark County,165298.0
50438,Hancock County,190569.0
16159,Mercer County,203596.0
43430,Ottawa County,191159.0
6417,Middlesex County,371621.0
22734,Fauquier County,397957.0
36049,Crenshaw County,112613.0
37656,Washington County,239848.0
63361,Montgomery County,190040.0
85925,Apache County,301386.0
23015,Hanover County,373823.0
39094,Scott County,145956.0
12887,Washington County,129084.0
6250,Tolland County,306349.0
5143,Windsor County,321631.0
71038,Claiborne Parish,91870.0
55397,Carver County,314486.0
45368,Clark County,237488.0
35462,Greene County,107064.0
6092,Hartford County,507113.0
75792,Smith County,195598.0
31822,Troup County,253328.0
2322,Norfolk County,511064.0
85928,Navajo County,459024.0
99357,Grant County,386595.0
12143,Albany County,244640.0
75144,Navarro County,168237.0
46793,De Kalb County,205276.0
70377,Terrebonne Parish,114467.0
72422,Clay County,83299.0
14485,Livingston County,238988.0
31816,Meriwether County,90173.0
48744,Tuscola County,165957.0
48866,Shiawassee County,177066.0
21536,Garrett County,184731.0
8223,Cape May County,396606.0
68157,Sarpy County,257657.0
67068,Kingman County,118464.0
3861,Strafford County,526041.0
2702,Bristol County,506723.0
98546,Mason County,676148.0
52339,Tama County,114532.0
45887,Allen County,176454.0
35054,Saint Clair County,354532.0
31650,Coffee County,108235.0
39362,Wayne County,132641.0
2576,Plymouth County,443118.0
37191,Montgomery County,298402.0
72542,Sharp County,120063.0
84340,Box Elder County,616245.0
97394,Lincoln County,506420.0
61745,McLean County,227329.0
73542,Tillman County,39784.0
32331,Madison County,162159.0
12053,Schenectady County,287182.0
56621,Clearwater County,205643.0
36445,Monroe County,112614.0
73105,Oklahoma County,172996.0
71023,Webster Parish,142577.0
61025,Jo Daviess County,223812.0
55964,Wabasha County,264625.0
75563,Cass County,126683.0
35586,Lamar County,107275.0
17240,Cumberland County,292226.0
35184,Bibb County,166361.0
31305,McIntosh County,231771.0
74053,Rogers County,275257.0
43723,Guernsey County,121596.0
70462,Livingston Parish,238613.0
97362,Marion County,460796.0
1505,Worcester County,542417.0
40019,Henry County,170362.0
8518,Burlington County,297250.0
28701,Buncombe County,412599.0
45052,Hamilton County,328385.0
81089,Huerfano County,191338.0
7422,Sussex County,324059.0
21057,Baltimore County,583692.0
65081,Moniteau County,152218.0
74451,Cherokee County,170981.0
50169,Polk County,237342.0
43046,Fairfield County,354828.0
30326,Fulton County,404619.0
47117,Harrison County,221721.0
11942,Suffolk County,1069490.0
3741,Grafton County,346278.0
39439,Jasper County,105544.0
49067,Cass County,207540.0
63825,Stoddard County,126673.0
58704,Ward County,319931.0
76272,Cooke County,472911.0
53531,Dane County,370979.0
29827,Allendale County,71782.0
62644,Mason County,71411.0
15728,Indiana County,107303.0
79373,Lynn County,164802.0
2838,Providence County,387081.0
37342,Coffee County,287270.0
16121,Mercer County,76130.0
70819,East Baton Rouge Parish,177958.0
61739,Livingston County,156927.0
63877,Pemiscot County,118465.0
39576,Hancock County,181634.0
24549,Pittsylvania County,190754.0
86022,Mohave County,273330.0
52301,Iowa County,162374.0
71234,Union Parish,192501.0
66743,Crawford County,118060.0
97734,Jefferson County,362339.0
47562,Daviess County,232656.0
28636,Alexander County,221045.0
57049,Union County,450518.0
30178,Polk County,322310.0
24368,Wythe County,179692.0
38469,Lawrence County,183039.0
12134,Fulton County,275524.0
38855,Itawamba County,144766.0
53076,Washington County,492933.0
27830,Wayne County,150290.0
19025,Montgomery County,603234.0
85337,Maricopa County,175053.0
77831,Grimes County,250498.0
36260,Calhoun County,153314.0
27541,Person County,309765.0
77050,Harris County,203492.0
44217,Wayne County,429487.0
67554,Rice County,86014.0
13733,Chenango County,153478.0
80928,El Paso County,356542.0
76821,Runnels County,108544.0
37690,Washington County,256663.0
15473,Fayette County,190403.0
74029,Washington County,114455.0
72042,Arkansas County,110973.0
48137,Livingston County,318202.0
49265,Lenawee County,319909.0
16749,McKean County,108745.0
40023,Jefferson County,486697.0
3254,Carroll County,676469.0
7058,Morris County,723425.0
19022,Delaware County,174205.0
77434,Colorado County,117033.0
24090,Botetourt County,344584.0
42041,Fulton County,80819.0
24554,Campbell County,187162.0
71654,Desha County,54359.0
6231,Tolland County,362933.0
14080,Erie County,278416.0
54426,Marathon County,222698.0
94005,San Mateo County,1241238.0
61755,Tazewell County,201810.0
25832,Raleigh County,241477.0
48631,Bay County,196656.0
61275,Rock Island County,263134.0
70515,Acadia Parish,58552.0
47987,Fountain County,139599.0
62903,Jackson County,233705.0
43731,Morgan County,107771.0
56215,Swift County,153571.0
35553,Winston County,132680.0
6259,Windham County,388919.0
95004,San Benito County,956416.0
71486,Sabine Parish,137884.0
15045,Allegheny County,84307.0
10524,Putnam County,715278.0
95485,Lake County,361101.0
23958,Prince Edward County,184783.0
35131,Saint Clair County,230292.0
47512,Knox County,57551.0
68003,Saunders County,355486.0
55733,Carlton County,352152.0
72923,Sebastian County,153302.0
49056,Van Buren County,173943.0
89704,Washoe County,670554.0
56763,Roseau County,192740.0
25510,Cabell County,177000.0
44504,Mahoning County,80908.0
16423,Erie County,184392.0
44837,Huron County,166900.0
72024,Lonoke County,133563.0
17529,Lancaster County,434604.0
56143,Jackson County,172951.0
11579,Nassau County,956337.0
4578,Lincoln County,334820.0
36251,Clay County,151031.0
70657,Beauregard Parish,180064.0
22737,Culpeper County,430231.0
17068,Perry County,270267.0
23040,Cumberland County,220282.0
74365,Mayes County,147432.0
15461,Fayette County,127443.0
71639,Desha County,90560.0
73742,Kingfisher County,145052.0
45113,Clinton County,339992.0
4236,Androscoggin County,316306.0
4989,Kennebec County,305683.0
46511,Marshall County,271781.0
65063,Callaway County,256550.0
6890,Fairfield County,1202430.0
54630,Trempealeau County,259791.0
7027,Union County,545758.0
84783,Washington County,747559.0
2109,Suffolk County,892664.0
38330,Gibson County,118359.0
32124,Volusia County,495613.0
5735,Rutland County,286515.0
43610,Lucas County,42568.0
59875,Ravalli County,616868.0
92363,San Bernardino County,192801.0
45144,Adams County,105421.0
8089,Camden County,285466.0
32008,Suwannee County,228819.0
31037,Telfair County,86682.0
14136,Chautauqua County,175999.0
60195,Cook County,189908.0
17509,Lancaster County,350815.0
66090,Buchanan County,148872.0
24348,Grayson County,172442.0
72718,Benton County,491452.0
11709,Nassau County,668310.0
87047,Sandoval County,468255.0
27027,Rockingham County,129761.0
43135,Hocking County,213125.0
44272,Portage County,245496.0
2538,Plymouth County,409317.0
71060,Caddo Parish,138987.0
83236,Bingham County,456200.0
95467,Lake County,404517.0
60936,Ford County,144872.0
4083,York County,313726.0
83530,Idaho County,329313.0
3451,Cheshire County,241645.0
63435,Lewis County,161041.0
56464,Wadena County,225386.0
70719,West Baton Rouge Parish,250157.0
43845,Coshocton County,153643.0
3840,Rockingham County,690117.0
71429,Sabine Parish,140086.0
29474,Colleton County,182257.0
54666,Jackson County,176022.0
14423,Livingston County,197943.0
11804,Nassau County,808163.0
28692,Watauga County,397843.0
27921,Camden County,378411.0
29384,Laurens County,154264.0
31091,Dooly County,102992.0
29689,Anderson County,399355.0
37306,Franklin County,247123.0
29831,Aiken County,150848.0
14883,Tioga County,193402.0
13084,Onondaga County,262554.0
49435,Ottawa County,303518.0
99111,Whitman County,307895.0
93272,Tulare County,234185.0
75173,Collin County,424372.0
39063,Holmes County,36978.0
74966,LeFlore County,132341.0
61529,Peoria County,159196.0
19541,Berks County,339277.0
55934,Olmsted County,311686.0
35452,Tuscaloosa County,242122.0
95461,Lake County,364323.0
75414,Grayson County,367140.0
48811,Montcalm County,153488.0
28456,Columbus County,168240.0
98249,Island County,739320.0
65483,Texas County,157971.0
32603,Alachua County,393103.0
71929,Hot Spring County,202067.0
60071,McHenry County,303730.0
34201,Manatee County,730138.0
54555,Price County,185928.0
37336,Meigs County,339285.0
16858,Clearfield County,157606.0
42327,McLean County,141651.0
4930,Penobscot County,175041.0
60456,Cook County,196129.0
35063,Walker County,232569.0
95383,Tuolumne County,426041.0
35966,Jackson County,156762.0
7046,Morris County,930609.0
71423,Grant Parish,181365.0
26034,Hancock County,107012.0
75656,Cass County,147298.0
70542,Vermilion Parish,157231.0
20158,Loudoun County,850544.0
15312,Washington County,198261.0
64424,Harrison County,122766.0
46126,Shelby County,237217.0
4358,Kennebec County,306030.0
76374,Young County,94363.0
64020,Lafayette County,208199.0
2832,Washington County,426139.0
27571,Wake County,515766.0
98380,Kitsap County,694898.0
68632,Butler County,181202.0
61817,Vermilion County,147064.0
45347,Preble County,171460.0
75756,Henderson County,279601.0
53521,Dane County,384288.0
28544,Onslow County,188278.0
60421,Will County,269814.0
25514,Wayne County,97716.0
44288,Portage County,155912.0
3819,Rockingham County,501752.0
7863,Warren County,339103.0
75925,Cherokee County,167851.0
52324,Linn County,310064.0
36025,Elmore County,204046.0
27864,Edgecombe County,134329.0
38049,Fayette County,161190.0
44672,Mahoning County,107994.0
3037,Rockingham County,528094.0
33839,Polk County,277118.0
96101,Modoc County,
6278,Windham County,316334.0
21655,Caroline County,268810.0
66615,Shawnee County,273452.0
84317,Weber County,967782.0
35549,Walker County,95168.0
26456,Doddridge County,86009.0
33890,Hardee County,190495.0
47138,Jefferson County,197154.0
16023,Butler County,284466.0
49779,Presque Isle County,114170.0
29069,Darlington County,100484.0
54722,Eau Claire County,184727.0
71227,Lincoln Parish,242557.0
30222,Meriwether County,159010.0
42459,Union County,86123.0
23966,Prince Edward County,221646.0
49665,Osceola County,136118.0
32421,Calhoun County,190029.0
19094,Delaware County,272441.0
29353,Union County,91772.0
12816,Washington County,231314.0
80137,Arapahoe County,643684.0
23950,Mecklenburg County,126553.0
48656,Roscommon County,81838.0
85324,Yavapai County,343138.0
78022,Live Oak County,204447.0
7702,Monmouth County,767825.0
71067,Bossier Parish,148666.0
53956,Columbia County,199176.0
96727,Hawaii County,673551.0
66736,Wilson County,93022.0
47032,Dearborn County,238810.0
47944,Benton County,155106.0
76259,Denton County,423329.0
73541,Comanche County,178519.0
3263,Merrimack County,375876.0
91906,San Diego County,479666.0
19031,Montgomery County,519097.0
25123,Mason County,119192.0
17501,Lancaster County,304982.0
30808,McDuffie County,191783.0
4294,Franklin County,199340.0
50533,Wright County,100356.0
54479,Clark County,188845.0
17954,Schuylkill County,69178.0
67063,Marion County,139715.0
27839,Halifax County,97973.0
36010,Pike County,98529.0
65652,Webster County,240550.0
32617,Marion County,339747.0
45302,Shelby County,290402.0
29684,Anderson County,209375.0
38581,Warren County,179210.0
65284,Boone County,244766.0
14710,Chautauqua County,233208.0
16056,Butler County,326685.0
7457,Morris County,421408.0
32950,Brevard County,563320.0
18426,Pike County,263841.0
31068,Macon County,68535.0
29540,Darlington County,117040.0
13476,Oneida County,215016.0
56514,Clay County,263136.0
63072,Franklin County,257093.0
28756,Polk County,302012.0
39066,Hinds County,146034.0
48884,Montcalm County,172441.0
37860,Hamblen County,264224.0
44864,Ashland County,208546.0
64844,Newton County,140742.0
45142,Highland County,171700.0
95423,Lake County,281525.0
59935,Lincoln County,392209.0
79068,Carson County,202031.0
45771,Meigs County,136088.0
35178,Shelby County,218555.0
26143,Wirt County,91540.0
31006,Taylor County,121557.0
29101,Chesterfield County,139506.0
17372,Adams County,304909.0
45883,Mercer County,357970.0
40051,Nelson County,200300.0
48829,Montcalm County,140756.0
2032,Norfolk County,690223.0
54986,Winnebago County,312790.0
54736,Pepin County,183788.0
1560,Worcester County,525466.0
8560,Mercer County,528023.0
65791,Oregon County,131329.0
42721,Grayson County,138853.0
49425,Muskegon County,207153.0
48023,Saint Clair County,332546.0
78373,Nueces County,622628.0
26601,Braxton County,100759.0
54448,Marathon County,253132.0
13329,Fulton County,113847.0
48637,Saginaw County,164717.0
97148,Yamhill County,660880.0
3034,Rockingham County,484601.0
30147,Floyd County,179251.0
63673,Perry County,205353.0
44264,Summit County,385759.0
48441,Huron County,146396.0
35592,Lamar County,114138.0
81252,Custer County,396313.0
36560,Mobile County,118762.0
5743,Rutland County,234673.0
37880,Roane County,358347.0
64105,Jackson County,183342.0
70788,Iberville Parish,128167.0
3884,Strafford County,436942.0
63456,Ralls County,165375.0
18421,Susquehanna County,166971.0
42450,Webster County,60166.0
47143,Clark County,270476.0
98935,Yakima County,276504.0
28338,Richmond County,125691.0
29704,York County,279937.0
61776,McLean County,232316.0
45323,Clark County,204937.0
76066,Parker County,509521.0
39641,Lawrence County,134798.0
53032,Dodge County,207532.0
83655,Payette County,439061.0
44003,Ashtabula County,148230.0
44127,Cuyahoga County,42472.0
12594,Dutchess County,375361.0
78595,Hidalgo County,107356.0
49128,Berrien County,337208.0
61738,Woodford County,169990.0
3851,Strafford County,374027.0
97385,Marion County,567063.0
22841,Rockingham County,359494.0
41004,Bracken County,132302.0
45846,Mercer County,301217.0
74872,Pontotoc County,145136.0
21822,Wicomico County,278356.0
39827,Grady County,240512.0
49749,Cheboygan County,252201.0
43517,Defiance County,173520.0
93953,Monterey County,3275384.0
32442,Jackson County,172845.0
28773,Polk County,397946.0
73772,Blaine County,86295.0
37658,Carter County,156922.0
79359,Gaines County,120182.0
46797,Allen County,222844.0
36875,Russell County,186646.0
95457,Lake County,398333.0
32577,Escambia County,310278.0
63556,Sullivan County,84530.0
55353,Stearns County,335984.0
62558,Sangamon County,158748.0
71078,De Soto Parish,358305.0
31815,Stewart County,68497.0
27019,Stokes County,212353.0
75496,Fannin County,268447.0
49920,Iron County,147003.0
48014,Saint Clair County,219311.0
28634,Iredell County,239142.0
65604,Greene County,237071.0
73128,Oklahoma County,246685.0
35582,Franklin County,116718.0
7423,Bergen County,964043.0
40409,Rockcastle County,113255.0
68305,Nemaha County,140912.0
8836,Somerset County,723251.0
45613,Pike County,139424.0
67439,Ellsworth County,149763.0
95655,Sacramento County,592270.0
27805,Hertford County,109395.0
71744,Calhoun County,81779.0
47164,Harrison County,204083.0
45844,Putnam County,237845.0
5255,Bennington County,499532.0
56288,Kandiyohi County,350186.0
95045,San Benito County,905364.0
47432,Orange County,155852.0
57039,Lincoln County,277628.0
45218,Hamilton County,208044.0
64477,Clinton County,236258.0
15314,Washington County,167441.0
96748,Maui County,483123.0
23457,Virginia Beach City,579484.0
36442,Covington County,111519.0
17980,Schuylkill County,142407.0
40461,Madison County,246192.0
66092,Franklin County,278810.0
36033,Butler County,88906.0
38585,Van Buren County,165756.0
44621,Tuscarawas County,126708.0
75567,Bowie County,169997.0
2644,Barnstable County,587616.0
7440,Morris County,542248.0
18618,Luzerne County,230713.0
74058,Pawnee County,110289.0
33043,Monroe County,794407.0
48006,Saint Clair County,285793.0
70357,Lafourche Parish,65912.0
12885,Warren County,225458.0
78113,Karnes County,415990.0
73463,Carter County,116182.0
51040,Monona County,118477.0
75750,Smith County,216275.0
11796,Suffolk County,593667.0
55927,Dodge County,262548.0
45843,Hardin County,163817.0
42351,Hancock County,160173.0
46553,Elkhart County,275816.0
54474,Marathon County,208817.0
37307,Polk County,219834.0
54874,Douglas County,257542.0
7927,Morris County,594448.0
35776,Jackson County,153821.0
27874,Halifax County,66270.0
35014,Talladega County,253629.0
66508,Marshall County,144005.0
13862,Broome County,178367.0
47042,Ripley County,205584.0
12580,Dutchess County,420446.0
26175,Tyler County,97989.0
48064,Saint Clair County,355612.0
70339,Assumption Parish,173969.0
44680,Tuscarawas County,238964.0
49657,Missaukee County,182621.0
37143,Cheatham County,421960.0
17364,York County,292716.0
37183,Bedford County,354427.0
39189,Leake County,130192.0
61528,Peoria County,311721.0
4250,Androscoggin County,303398.0
36320,Houston County,150010.0
40150,Bullitt County,205438.0
95634,El Dorado County,428528.0
40379,Scott County,248916.0
54661,Trempealeau County,328233.0
95321,Tuolumne County,400049.0
17066,Huntingdon County,101735.0
76664,McLennan County,150953.0
95938,Butte County,650233.0
73054,Oklahoma County,255785.0
47018,Dearborn County,240784.0
63771,Scott County,146147.0
32948,Indian River County,358003.0
3839,Strafford County,359193.0
62281,Madison County,304629.0
38230,Weakley County,106648.0
13787,Broome County,161884.0
75561,Bowie County,144899.0
25962,Fayette County,76690.0
48063,Saint Clair County,353902.0
75109,Navarro County,342175.0
16232,Clarion County,145171.0
41059,Campbell County,242995.0
98631,Pacific County,351075.0
48096,Macomb County,370015.0
84754,Sevier County,378413.0
37061,Houston County,168267.0
72437,Craighead County,142426.0
52068,Dubuque County,376829.0
18332,Monroe County,302137.0
21782,Washington County,334454.0
54124,Oconto County,170142.0
11724,Suffolk County,1575246.0
52327,Washington County,288965.0
76487,Parker County,542471.0
49274,Hillsdale County,179358.0
42442,Hopkins County,91473.0
65770,Polk County,249961.0
70085,Saint Bernard Parish,130789.0
75117,Van Zandt County,242989.0
47124,Floyd County,331322.0
61542,Fulton County,85151.0
79027,Castro County,153567.0
32464,Holmes County,184631.0
14712,Chautauqua County,343719.0
46573,Saint Joseph County,268748.0
18942,Bucks County,558436.0
30565,Jackson County,291748.0
73538,Comanche County,253102.0
96725,Hawaii County,1128406.0
38257,Obion County,134861.0
71245,Lincoln Parish,119824.0
49765,Cheboygan County,147266.0
54170,Outagamie County,251073.0
56057,Le Sueur County,274383.0
84745,Washington County,443250.0
54421,Marathon County,166733.0
50063,Dallas County,291650.0
35456,Tuscaloosa County,205580.0
74039,Creek County,154912.0
29570,Marlboro County,89859.0
15445,Fayette County,182381.0
36053,Bullock County,68273.0
47126,Clark County,259038.0
35447,Pickens County,131562.0
38650,Union County,157405.0
18519,Lackawanna County,153879.0
62806,Edwards County,83366.0
39327,Newton County,142373.0
42210,Edmonson County,139172.0
56633,Cass County,179682.0
66021,Johnson County,257622.0
74337,Mayes County,173110.0
96717,Honolulu County,935223.0
13033,Cayuga County,169517.0
61748,McLean County,277777.0
96796,Kauai County,818015.0
21826,Wicomico County,204933.0
44438,Trumbull County,82599.0
68959,Kearney County,198150.0
61064,Ogle County,127521.0
12027,Saratoga County,356688.0
98365,Jefferson County,701316.0
16115,Beaver County,184179.0
38052,Hardeman County,160357.0
6375,New London County,324337.0
21918,Cecil County,353886.0
25420,Berkeley County,278957.0
78377,Refugio County,127395.0
70549,Jefferson Davis Parish,128055.0
54837,Polk County,201653.0
14823,Steuben County,119267.0
6093,Hartford County,411137.0
27810,Beaufort County,233616.0
59873,Sanders County,380119.0
63459,Ralls County,218359.0
75790,Van Zandt County,208661.0
7758,Monmouth County,494646.0
66534,Nemaha County,180483.0
83536,Lewis County,328602.0
60203,Cook County,525888.0
74647,Kay County,102771.0
4079,Cumberland County,677249.0
39661,Franklin County,138327.0
55721,Itasca County,294021.0
29436,Berkeley County,208385.0
73572,Cotton County,102159.0
27883,Greene County,147027.0
86324,Yavapai County,437332.0
40008,Nelson County,224886.0
44609,Mahoning County,179487.0
37755,Scott County,150957.0
15135,Allegheny County,183748.0
4222,Androscoggin County,445976.0
76252,Cooke County,322806.0
46910,Fulton County,173322.0
28098,Gaston County,282680.0
27925,Tyrrell County,135030.0
72937,Sebastian County,159349.0
12084,Albany County,385630.0
89040,Clark County,326991.0
3086,Hillsborough County,422224.0
49267,Monroe County,285006.0
60518,La Salle County,183021.0
65079,Camden County,454416.0
16668,Cambria County,111053.0
30257,Lamar County,260919.0
37332,Rhea County,231778.0
8802,Hunterdon County,485868.0
30725,Walker County,252751.0
31831,Harris County,318369.0
49715,Chippewa County,194012.0
74370,Ottawa County,159734.0
19555,Berks County,255759.0
44437,Trumbull County,140627.0
40823,Harlan County,47557.0
37302,Hamilton County,489136.0
84647,Sanpete County,370047.0
28654,Wilkes County,237458.0
44442,Mahoning County,209662.0
12526,Columbia County,452273.0
77968,Victoria County,356451.0
49946,Baraga County,143921.0
4015,Cumberland County,371526.0
50674,Fayette County,161856.0
66536,Pottawatomie County,251851.0
98333,Pierce County,1008256.0
35580,Walker County,104025.0
68826,Merrick County,174380.0
80136,Arapahoe County,600352.0
62014,Macoupin County,142882.0
67135,Sedgwick County,218192.0
51109,Woodbury County,142257.0
46773,Allen County,203315.0
53061,Calumet County,208540.0
12918,Clinton County,184393.0
16877,Centre County,338801.0
37709,Grainger County,235951.0
79081,Hansford County,123865.0
14416,Genesee County,215654.0
8735,Ocean County,975935.0
43061,Delaware County,443616.0
36280,Randolph County,160223.0
25918,Raleigh County,162575.0
95365,Merced County,303917.0
8554,Burlington County,231813.0
72959,Washington County,236565.0
11944,Suffolk County,887101.0
72944,Sebastian County,136579.0
78118,Karnes County,176320.0
72952,Crawford County,184902.0
17028,Dauphin County,350002.0
63933,Dunklin County,92152.0
48041,Saint Clair County,322373.0
46765,Allen County,337928.0
78039,Medina County,236803.0
64862,Jasper County,204101.0
24574,Amherst County,253498.0
37640,Johnson County,220175.0
76462,Hood County,483578.0
27937,Gates County,225975.0
21660,Caroline County,306542.0
55006,Kanabec County,252444.0
10925,Orange County,383778.0
60552,La Salle County,279663.0
98570,Lewis County,447394.0
21162,Baltimore County,498581.0
6277,Windham County,336230.0
62275,Bond County,183984.0
75202,Dallas County,313326.0
13308,Oneida County,199985.0
61410,Knox County,78937.0
55917,Steele County,234892.0
55363,Wright County,309964.0
50109,Polk County,373167.0
3872,Carroll County,416347.0
49756,Oscoda County,157852.0
18232,Carbon County,69879.0
32667,Alachua County,324481.0
41006,Pendleton County,213012.0
17960,Schuylkill County,257976.0
35049,Blount County,265472.0
96088,Shasta County,325683.0
12157,Schoharie County,228573.0
17516,Lancaster County,343892.0
62067,Madison County,201311.0
56359,Mille Lacs County,234640.0
65633,Stone County,177424.0
16693,Blair County,164419.0
17082,Juniata County,209093.0
95379,Tuolumne County,344124.0
62060,Madison County,38589.0
26542,Preston County,151756.0
35648,Lauderdale County,181512.0
65052,Camden County,347847.0
17026,Lebanon County,309707.0
53184,Walworth County,302272.0
87522,Santa Fe County,321463.0
26408,Harrison County,209029.0
48418,Shiawassee County,278677.0
13411,Otsego County,130699.0
18610,Monroe County,309547.0
23086,King William County,295158.0
47613,Warrick County,211021.0
80103,Adams County,635500.0
1901,Essex County,369010.0
45850,Allen County,215216.0
15670,Westmoreland County,203059.0
56360,Todd County,258929.0
36558,Washington County,132027.0
23069,Hanover County,364089.0
24317,Carroll County,132389.0
30220,Coweta County,245913.0
72576,Fulton County,151091.0
17023,Dauphin County,215410.0
61752,McLean County,180939.0
37891,Hawkins County,219871.0
48739,Iosco County,163403.0
17824,Northumberland County,254507.0
59644,Broadwater County,393138.0
13456,Oneida County,267326.0
78025,Kerr County,343590.0
47346,Wayne County,170009.0
4957,Somerset County,204229.0
66839,Coffey County,159810.0
83869,Kootenai County,561604.0
14042,Cattaraugus County,166308.0
59079,Yellowstone County,444380.0
73651,Kiowa County,61708.0
72650,Searcy County,120036.0
35444,Tuscaloosa County,196761.0
64720,Bates County,215878.0
27970,Washington County,112023.0
17302,York County,305017.0
61546,Tazewell County,126050.0
62016,Greene County,116045.0
48436,Genesee County,261002.0
56097,Faribault County,160226.0
16875,Centre County,328269.0
65734,Barry County,165189.0
54414,Shawano County,182231.0
60541,Kendall County,341665.0
49328,Allegan County,268174.0
64840,Newton County,197455.0
23690,York County,340960.0
19507,Berks County,300885.0
70449,Livingston Parish,199308.0
49094,Branch County,139827.0
50638,Grundy County,174662.0
49340,Mecosta County,159461.0
55032,Chisago County,382617.0
32358,Wakulla County,241771.0
49326,Montcalm County,256822.0
21817,Somerset County,114253.0
5445,Chittenden County,776503.0
52653,Louisa County,142266.0
70543,Acadia Parish,179309.0
78659,Bastrop County,506098.0
53964,Marquette County,181829.0
14733,Chautauqua County,121601.0
61074,Carroll County,76111.0
38850,Chickasaw County,109429.0
4049,York County,348856.0
61536,Peoria County,180513.0
2715,Bristol County,528165.0
36311,Dale County,133811.0
72132,Jefferson County,170628.0
64776,Saint Clair County,157853.0
38922,Yalobusha County,78349.0
13080,Onondaga County,186521.0
46787,Whitley County,197470.0
83347,Minidoka County,336218.0
14813,Allegany County,94599.0
45053,Butler County,391666.0
43014,Knox County,221524.0
31647,Cook County,111052.0
6853,Fairfield County,1399820.0
23421,Accomack County,188774.0
13131,Oswego County,173841.0
44656,Tuscarawas County,189142.0
8562,Burlington County,440766.0
93532,Los Angeles County,398704.0
24747,Mercer County,77036.0
22656,Frederick County,464314.0
49454,Mason County,160926.0
14541,Seneca County,271123.0
73007,Oklahoma County,498292.0
64070,Jackson County,413674.0
55779,Saint Louis County,322534.0
58523,Mercer County,218497.0
38001,Crockett County,126788.0
13606,Jefferson County,199063.0
75572,Cass County,143754.0
33956,Lee County,615619.0
45723,Athens County,168172.0
16239,Forest County,127055.0
76849,Kimble County,257179.0
7827,Sussex County,306097.0
24149,Montgomery County,312941.0
49676,Kalkaska County,308262.0
52175,Fayette County,148000.0
99323,Walla Walla County,474167.0
38329,Decatur County,155721.0
4097,Cumberland County,601458.0
24087,Montgomery County,214815.0
62865,Franklin County,114093.0
76932,Reagan County,192829.0
37031,Sumner County,373855.0
62265,Clinton County,197893.0
43945,Columbiana County,103776.0
35072,Clay County,121790.0
32580,Okaloosa County,331709.0
78263,Bexar County,412522.0
59752,Gallatin County,487398.0
56062,Watonwan County,190221.0
13838,Delaware County,126566.0
48831,Clinton County,157297.0
11955,Suffolk County,530546.0
51246,Lyon County,192201.0
7064,Middlesex County,440294.0
53809,Grant County,159660.0
61448,Knox County,132281.0
35033,Cullman County,246935.0
28441,Sampson County,96407.0
78655,Caldwell County,377178.0
28573,Jones County,170222.0
8741,Ocean County,418273.0
1010,Hampden County,378269.0
13667,Saint Lawrence County,101262.0
49448,Ottawa County,340607.0
3784,Grafton County,445263.0
15944,Westmoreland County,165606.0
72355,Phillips County,75338.0
45130,Brown County,200584.0
78140,Gonzales County,138862.0
46788,Allen County,383961.0
43532,Henry County,203438.0
6426,Middlesex County,695203.0
49256,Lenawee County,142488.0
83210,Bingham County,252870.0
37714,Campbell County,195023.0
6510,New Haven County,306880.0
61434,Henry County,82756.0
53952,Adams County,200759.0
30259,Coweta County,393447.0
71433,Rapides Parish,140560.0
38641,DeSoto County,318242.0
88008,Dona Ana County,290494.0
95627,Yolo County,497692.0
49304,Lake County,123699.0
